# z, uu, uv, uw, vv, vw, ww
7.050000000000000000e+02 1.002731393784988129e-01 1.000672111898674981e-03 -1.548584688625031722e-02 1.144561598801355495e-01 2.883029078196681395e-03 2.567362531939542114e-01
7.110000000000000000e+02 1.002474392386466934e-01 8.601700457976310405e-04 -1.525290014626709198e-02 1.143009931370205789e-01 2.852728004927900223e-03 2.546184383003821106e-01
7.170000000000000000e+02 1.000795940313017746e-01 8.323207238027229438e-04 -1.501199976348335623e-02 1.142886537152815185e-01 2.823480653733794268e-03 2.524779572102981429e-01
7.230000000000000000e+02 9.978922628199564382e-02 7.189711107427617471e-04 -1.477500754881875406e-02 1.143377467305641687e-01 2.800872807195592742e-03 2.503042367110467903e-01
7.290000000000000000e+02 9.941237660838846135e-02 5.350209182713384004e-04 -1.453080863376928801e-02 1.145935549257579150e-01 2.775988117852670398e-03 2.480803840366975210e-01
7.350000000000000000e+02 9.884751996925901507e-02 2.444741916437186938e-04 -1.428485655438807046e-02 1.149570623275340681e-01 2.753951810257671863e-03 2.458027313174366013e-01
7.410000000000000000e+02 9.833401758566288897e-02 -5.228554868849738605e-05 -1.402438243565429232e-02 1.155527164753692854e-01 2.730110984776927107e-03 2.434641346113094185e-01
7.470000000000000000e+02 9.769480333335391065e-02 -3.537926243359658645e-04 -1.376685073996778731e-02 1.161576590074010207e-01 2.712889813795150203e-03 2.410837941022984654e-01
7.530000000000000000e+02 9.730820243150940796e-02 -5.619249598878103998e-04 -1.349711976556269497e-02 1.170556100354583628e-01 2.682682186323261542e-03 2.386357956493387888e-01
7.590000000000000000e+02 9.663682252718217014e-02 -8.283473683922714433e-04 -1.323078519301000219e-02 1.178190888620217897e-01 2.674567537758731732e-03 2.361491240586231499e-01
7.650000000000000000e+02 9.652197310743448888e-02 -1.020686320537631843e-03 -1.295918382062104940e-02 1.191347914900192512e-01 2.639858383112308072e-03 2.335244842554759503e-01
7.710000000000000000e+02 9.603713425722872066e-02 -1.345977044793446450e-03 -1.267120858381465438e-02 1.199885382165295777e-01 2.628367436240782156e-03 2.308481502449296896e-01
